city,country,latitude,longitude,temperature,humidity (%),cloudiness (%),wind_speed (kmph)
mago,ru,53,140,-18,48,0,3
navabad,tj,,,,,,
bakhmach,ua,51,32,0,98,80,3
martapura,id,-3,114,27,98,12,1
neustadt,de,47,8,6,81,75,3
milos,gr,36,24,14,71,0,2
sitka,us,37,-99,1,59,0,3
mahuva,in,21,71,22,100,0,4
madang,pg,-5,145,24,100,88,2
kodino,ru,63,39,-5,80,80,3
goya,ar,-29,-59,26,55,76,3
keighley,gb,53,-1,3,86,0,4
tarauaca,br,-8,-70,25,90,0,1
te anau,nz,-45,167,15,68,24,1
sabya,sa,16,43,22,91,100,1
kirksville,us,40,-92,-3,79,1,1
kaz,ru,53,87,-26,47,0,1
adeje,es,5,5,23,96,36,1
champerico,gt,16,-93,24,73,5,7
thessalon,ca,46,-83,-1,84,90,5
mocambique,mz,,,,,,
bandar-e torkaman,ir,,,,,,
klamath falls,us,42,-121,3,75,90,3
bushehr,ir,28,50,19,67,32,2
oshnaviyeh,ir,37,45,-3,92,0,3
mathathane,bw,-22,28,19,98,88,1
novyy urengoy,ru,66,76,-9,83,92,4
chatra,in,24,84,7,93,0,5
ilinskiy,ru,55,38,0,100,90,3
lompoc,us,34,-120,14,67,1,1
los algarrobos,pa,-3,-79,28,73,90,0
dingzhou,cn,38,115,-6,62,20,3
ndele,cf,,,,,,
malakal,sd,,,,,,
listvyanka,ru,51,104,-15,100,0,2
cessnock,au,-32,151,25,65,75,6
sosenskiy,ru,54,35,1,97,88,3
karachi,pk,24,67,19,88,20,5
chulym,ru,55,80,-23,52,24,1
oriximina,br,-1,-55,24,97,12,1
labrea,br,,,,,,
wadi musa,jo,30,35,4,88,8,0
kommunisticheskiy,ru,61,64,-11,92,44,1
lososina,ru,49,140,-13,100,24,6
auki,sb,12,6,18,46,0,3
lakes entrance,au,-37,147,18,100,92,3
limbang,my,4,115,29,88,75,1
barreiras,br,-12,-45,20,98,88,1
mincivan,az,39,46,0,65,8,0
fonte boa,br,-2,-66,23,99,76,1
venice,us,27,-82,20,83,90,4
aloleng,ph,16,119,26,100,0,3
cabanas,cu,43,-8,6,100,90,2
challapata,bo,-18,-66,8,60,80,1
sayanskiy,ru,,,,,,
young,au,-32,-57,22,65,88,4
tanshui,tw,,,,,,
el guamo,co,10,-74,30,58,12,3
gasa,bt,27,89,-27,27,24,0
pathardi,in,19,75,13,70,0,1
norwich,gb,52,1,4,93,0,3
tomari,ru,47,142,-4,87,12,6
jiexiu,cn,37,111,-15,70,20,1
quthing,ls,-30,27,6,100,8,1
slantsy,ru,59,28,1,100,92,3
chunskiy,ru,56,99,-28,56,36,1
east london,za,-33,27,19,100,92,3
opole lubelskie,pl,51,21,4,100,75,4
pauini,br,-7,-67,23,99,32,0
mikhaylovka,kz,52,103,-31,37,12,1
adre,td,13,22,16,33,0,5
borovoy,ru,63,52,-7,89,88,2
lumeje,ao,-11,20,19,93,56,4
aleksandrovskiy zavod,ru,50,117,-36,0,0,1
kamaishi,jp,39,141,3,47,40,2
kommunar,ru,59,30,-1,86,20,4
severodvinsk,ru,64,39,-4,85,90,4
qianguo,cn,45,124,-25,64,0,1
gwanda,zw,-20,29,18,99,92,2
syedove,ua,47,38,2,88,88,6
coruripe,br,-10,-36,25,100,64,5
chimoio,mz,-19,33,20,99,92,1
sheopur,in,25,76,10,77,0,1
kampong thum,kh,12,104,22,97,80,1
muscat,om,23,58,25,41,0,4
yingcheng,cn,30,113,2,64,92,2
verona,us,45,10,6,75,0,1
utiroa,ki,,,,,,
trencin,sk,48,18,5,80,68,2
juba,sd,57,26,2,93,90,5
pandamatenga,bw,-18,25,19,94,24,3
tamale,gh,9,0,22,34,0,3
bundibugyo,ug,0,30,14,91,24,0
cam pha,vn,,,,,,
barela,in,23,80,15,87,80,1
haibowan,cn,,,,,,
sangmelima,cm,2,11,19,97,24,1
raduzhnyy,ru,62,77,-11,85,80,4
suarez,co,4,-74,23,88,20,2
dubna,ru,56,37,-1,98,92,4
yasnyy,ru,64,44,-5,79,80,3
krasnokholmskiy,ru,55,55,-6,93,88,2
southaven,us,34,-90,0,91,75,2
ust-kut,ru,56,105,-28,79,48,1
okahandja,na,-21,16,19,43,0,2
kazuno,jp,40,140,-3,100,75,3
niteroi,br,-29,-51,21,77,0,3
orange,au,-33,149,26,60,48,2
victoria point,au,-27,153,27,61,20,4
joao pinheiro,br,-17,-46,18,93,32,4
la reforma,mx,14,-91,27,88,40,0
tambovka,ru,46,35,0,90,68,1
rafraf,tn,37,10,15,76,40,2
agha jari,ir,,,,,,
camrose,ca,53,-112,-6,73,75,4
waterfoot,gb,53,-2,5,93,75,1
bhainsa,in,26,76,9,83,0,1
enumclaw,us,47,-121,5,100,90,1
sriperumbudur,in,12,79,23,94,20,1
fulton,us,43,-76,-4,63,90,3
priyutovo,ru,53,53,-6,91,88,2
haripur,pk,33,72,11,93,75,3
makaryev,ru,57,43,-6,86,80,3
emerald,au,-23,148,30,40,40,6
ortigueira,br,43,-7,5,100,90,2
ejura,gh,7,-1,24,80,44,3
waingapu,id,-9,120,26,94,20,1
nichinan,jp,31,131,8,53,75,4
moree,au,-29,149,30,33,0,6
krasnoye,ru,44,39,1,90,0,4
banjar,id,-7,108,23,97,80,1
koshurnikovo,ru,54,93,-27,69,24,1
larsnes,no,62,5,4,80,88,6
mahanoro,mg,-19,48,20,100,32,1
atasu,kz,48,71,-8,86,92,1
barroualie,vc,,,,,,
ushibuka,jp,32,130,7,100,80,4
shilong,cn,23,113,11,76,90,8
la peca,pe,-5,-78,20,82,32,0
jorpeland,no,59,6,4,86,75,7
denau,uz,,,,,,
elesbao veloso,br,-6,-42,22,99,64,1
melville,ca,50,-102,-9,78,75,3
xuddur,so,4,43,22,52,8,4
sakaraha,mg,-22,44,17,96,12,0
xunchang,cn,28,104,3,99,92,0
kopychyntsi,ua,49,25,0,90,48,2
nizhneudinsk,ru,54,99,-28,53,36,1
solone,ua,48,34,3,100,90,3
vorchdorf,at,48,13,6,87,75,8
raga,sd,,,,,,
inta,ru,66,60,-7,80,68,3
solvychegodsk,ru,61,46,-5,88,68,2
paredon,mx,-18,-65,15,42,88,1
puerto rondon,co,6,-71,31,38,36,4
hovorany,cz,48,16,4,86,75,3
carbonia,it,39,8,14,58,0,12
bougouni,ml,11,-7,17,43,0,2
bamora,in,,,,,,
ilovlya,ru,49,43,0,95,90,7
ciudad guayana,ve,8,-62,27,66,0,3
martyush,ru,56,61,-17,60,56,1
yenotayevka,ru,47,47,-5,91,20,3
terrak,no,65,12,2,80,88,5
kadungora,id,-7,107,21,98,68,0
sao domingos,br,-13,-46,18,99,92,3
isagarh,in,24,77,11,68,0,2
ordzhonikidze,ua,44,35,8,93,80,3
culipapa,ph,,,,,,
campoverde,pe,41,12,11,81,0,1
petropavlovsk-kamchatskiy,ru,53,158,-13,60,68,5
lahat,id,-3,103,23,98,76,0
laibin,cn,23,109,3,100,92,4
gaspar,br,-26,-48,23,73,75,7
tumbotino,ru,56,43,-3,92,90,4
makokou,ga,0,12,21,98,68,1
shu,kz,43,73,1,91,92,1
kahului,us,20,-156,24,66,40,8
boma,cd,11,4,21,45,0,4
yanggu,cn,25,116,3,95,92,1
katiola,ci,8,-5,27,36,0,1
warrington,us,53,-2,6,93,75,4
rentina,gr,40,23,5,80,20,2
almazar,uz,40,69,7,93,90,6
kupang,id,-10,123,28,96,100,2
taunggyi,mm,20,97,11,95,8,1
chulman,ru,56,124,-28,74,56,1
kupino,ru,54,77,-23,53,0,1
mufumbwe,zm,-13,24,18,100,88,3
idah,ng,7,6,22,94,20,1
araioses,br,-2,-41,26,86,44,3
scottsboro,us,34,-86,3,100,1,1
saraland,us,30,-88,6,92,90,3
amboise,fr,47,0,8,93,90,5
mutoko,zw,-17,32,19,98,88,1
nalvo,ph,16,120,20,79,0,1
midland,us,32,-102,4,82,1,2
plyussa,ru,58,29,0,93,92,3
surgut,ru,61,73,-12,78,75,4
karur,in,10,78,18,90,12,1
santa rosa,ar,-36,-64,23,24,0,2
karhal,in,27,78,8,84,0,1
upala,cr,10,-85,28,61,0,7
duluth,us,46,-92,-4,80,1,2
ylivieska,fi,64,24,2,95,88,4
zhaodong,cn,46,125,-15,65,0,2
anton lizardo,mx,19,-95,21,73,75,6
kibala,ao,9,18,22,35,0,3
jonuta,mx,18,-92,24,88,40,5
tokzar,af,,,,,,
blagoveshchensk,ru,50,127,-20,70,0,1
santa isabel,mx,4,-75,23,88,20,2
linqiong,cn,30,103,5,93,75,3
lugovskiy,ru,,,,,,
kimbe,pg,-5,150,27,100,76,1
keningau,my,5,116,31,74,75,0
kokkola,fi,63,23,2,100,90,4
agadez,ne,16,7,14,41,0,5
idritsa,ru,56,28,0,96,88,6
tambacounda,sn,13,-13,23,38,0,2
karpathos,gr,35,27,16,72,80,7
golden,ca,51,-116,-6,67,75,0
manaure,co,11,-72,29,58,0,4
talakan,ru,50,130,-31,36,32,1
morlaix,fr,48,-3,8,81,20,3
udachnyy,ru,66,112,-27,75,48,1
shahrud,ir,36,54,-4,80,24,0
si sa ket,th,15,104,25,73,8,3
cotoca,bo,-17,-63,26,78,75,3
ivybridge,gb,50,-3,9,91,76,7
tsaratanana,mg,-16,47,17,74,8,0
parabel,ru,58,81,-10,69,92,2
nueva helvecia,uy,-34,-57,19,87,88,3
milingimbi,au,,,,,,
dillon,us,45,-112,-6,77,1,3
volovo,ru,53,38,0,98,92,5
tecoanapa,mx,16,-99,27,83,75,1
jever,de,53,7,5,70,40,6
lao cai,vn,22,103,11,100,92,0
cran-gevrier,fr,45,6,7,93,75,3
norfolk,us,36,-76,5,92,90,9
kholodnyy,ru,62,147,-33,41,32,1
maniwaki,ca,46,-75,-3,76,32,3
yerbogachen,ru,61,108,-22,65,76,3
savantvadi,in,15,73,20,100,0,1
zabinka,by,,,,,,
sokoto,ng,13,5,18,37,0,4
johi,pk,26,67,15,95,0,2
zachagansk,kz,,,,,,
itacarambi,br,-15,-44,20,97,92,3
yunjinghong,cn,,,,,,
cadiz,es,40,-81,-4,60,1,2
orapa,bw,-21,25,20,83,8,5
oksfjord,no,70,22,-3,85,68,3
jardim,br,-21,-56,26,58,0,2
sumenep,id,-7,113,28,100,56,1
jiaocheng,cn,24,116,6,85,92,1
mirabad,af,28,61,-1,74,0,1
sangueya,gn,10,-14,23,94,0,1
newport,us,51,-3,7,93,8,6
spas-klepiki,ru,55,40,0,95,92,6
krasnoyarsk,ru,56,92,-21,83,64,1
aleksandrovsk-sakhalinskiy,ru,50,142,-10,100,64,8
mossendjo,cg,-2,12,21,99,92,1
cabras,it,5,-75,16,90,44,0
el cobre,cu,20,-75,27,74,40,2
yirol,sd,,,,,,
willemstad,an,51,4,6,81,75,4
masterton,nz,-40,175,19,66,0,6
ordu,tr,40,37,8,65,0,2
itapora,br,-22,-54,24,54,0,3
kaihua,cn,29,118,0,100,88,1
vitorino freire,br,-4,-45,23,95,88,0
posadas,ar,-27,-55,25,61,0,3
moundsville,us,39,-80,-3,60,1,2
kouroussa,gn,10,-9,18,68,0,1
illoqqortoormiut,gl,,,,,,
hell,no,63,10,1,100,75,4
cienaga,co,11,-74,27,88,40,7
wenzhou,cn,28,120,2,100,100,1
faya,td,18,42,12,93,5,3
indian head,ca,50,-103,-9,68,8,3
jaguarari,br,-10,-40,21,93,68,2
touzim,cz,50,12,3,93,75,9
tha mai,th,12,102,26,88,75,1
ishlei,ru,,,,,,
sydney,au,-33,151,26,57,75,5
anzio,it,41,12,11,81,0,1
parambu,br,-6,-40,20,99,64,1
bhanpuri,in,21,80,17,91,92,1
kobelyaky,ua,49,34,0,96,80,1
tursunzoda,tj,38,68,4,100,92,0
meyzieu,fr,45,5,7,71,75,4
ipora,br,,,,,,
zigong,cn,29,104,3,93,92,2
mooi river,za,,,,,,
fuerte olimpo,py,-21,-57,27,79,0,1
guadalajara,es,40,-3,2,93,0,1
chauk,mm,20,94,17,99,68,2
harlingen,nl,26,-97,11,63,1,3
sainte-maxime,fr,43,6,12,57,0,6
thunder bay,ca,48,-89,-4,85,90,1
ales,fr,44,4,10,50,0,8
novobelokatay,ru,55,58,-8,76,92,1
taolanaro,mg,,,,,,
ouricuri,br,-7,-40,22,99,88,2
sigulda,lv,57,24,2,100,90,4
mochicahui,mx,25,-108,21,64,5,5
toribio,co,2,-76,13,100,44,0
is,ru,,,,,,
ichinoseki,jp,38,141,3,47,40,2
shitanjing,cn,39,106,-25,52,0,1
boali,cf,4,18,19,93,0,1
santa lucia,pe,39,9,14,41,5,9
libano,co,46,12,0,100,90,1
marang,my,,,,,,
sainte-suzanne,re,47,6,4,86,75,1
chagda,ru,,,,,,
inverness,ca,57,-4,3,86,76,5
mvuma,zw,-19,30,17,99,92,1
bihoro,jp,43,144,-6,62,20,2
hornepayne,ca,49,-84,-11,87,32,1
maimon,do,,,,,,
jacala,mx,21,-99,10,93,92,0
putla,mx,,,,,,
kuching,my,1,110,27,88,75,1
dinsor,so,,,,,,
alampur,in,15,78,20,90,0,2
luzino,ru,54,73,-20,76,0,4
nushki,pk,29,66,4,93,0,1
mayskiy,ru,43,44,1,91,90,2
firminy,fr,45,4,8,75,75,3
isaka,tz,-2,17,20,99,44,0
hearst,ca,49,-83,-12,74,0,2
sterling,us,39,-77,0,68,75,4
eganville,ca,45,-77,-2,92,90,3
estevan,ca,49,-102,-6,85,1,5
fergus falls,us,46,-96,-7,85,1,2
tessalit,ml,20,1,14,42,0,4
aleksandrov gay,ru,50,48,-4,88,88,1
gushi,cn,32,115,-1,89,92,4
ocean city,us,30,-86,8,81,90,4
ekimchan,ru,53,132,-34,46,32,1
traverse city,us,44,-85,-1,78,90,1
unai,br,-16,-46,17,96,80,3
seymour,us,33,-99,2,66,0,2
thibodaux,us,29,-90,6,79,90,6
placido de castro,br,-10,-67,26,86,8,1
alta floresta,br,-9,-56,22,99,56,1
gagnoa,ci,6,-5,23,94,12,2
aksha,ru,50,113,-30,31,32,1
perevolotskiy,ru,51,54,-4,95,80,1
unguia,co,,,,,,
guanare,ve,9,-69,25,76,0,1
barbate,es,36,-5,11,87,0,2
kanniyakumari,in,8,77,26,100,12,7
wichita falls,us,33,-98,4,63,1,2
bjala,bg,,,,,,
uba,br,10,13,15,46,0,2
novoleushkovskaya,ru,45,39,0,93,68,5
carthage,us,32,-94,5,92,20,3
fuyang,cn,32,115,-1,72,92,4
collie,au,-33,116,21,57,0,5
kaohsiung,tw,22,120,21,78,75,2
lianran,cn,24,102,9,93,75,6
baringo,ke,0,35,16,100,80,1
nazca,pe,-14,-74,19,64,0,1
douglas,us,58,-134,5,88,90,6
myanaung,mm,18,95,21,100,0,2
guiyang,cn,26,106,0,97,75,3
dannenberg,de,53,11,4,86,75,7
tynda,ru,55,124,-24,72,8,2
linhares,br,-19,-40,21,79,92,4
dujuma,so,,,,,,
bainbridge,us,30,-84,8,96,90,4
mglin,ru,53,32,0,99,80,4
sretensk,ru,52,117,-37,62,24,1
carinhanha,br,-14,-43,20,97,92,2
lesnoy,ru,59,52,-5,93,92,2
nosy varika,mg,-20,48,22,100,56,1
mulege,mx,26,-111,21,52,0,4
priargunsk,ru,50,119,-36,0,0,0
burlington,us,43,-79,-1,79,90,4
beterou,bj,9,2,20,61,0,1
darhan,mn,49,105,-25,60,36,1
agirish,ru,61,63,-12,87,44,1
sentyabrskiy,ru,,,,,,
bar harbor,us,44,-68,-3,59,40,3
bria,cf,6,21,18,68,12,1
medford,us,42,-122,6,83,90,0
vieira de leiria,pt,39,-8,11,100,90,1
lexington park,us,38,-76,0,100,90,2
bang saphan,th,11,99,25,94,90,1
sao sebastiao,br,-3,-58,26,85,24,1
kaunas,lt,54,23,3,93,92,2
kawhia,nz,-38,174,18,92,0,6
miastko,pl,54,16,5,99,92,4
emporia,us,38,-96,0,72,1,2
upernavik,gl,72,-56,-13,100,8,2
chubbuck,us,42,-112,-3,80,1,1
kefamenanu,id,-9,124,26,83,0,0
dera baba nanak,in,,,,,,
osoyoos,ca,49,-119,1,74,90,6
ngerengere,tz,-6,38,23,97,68,0
ulagan,ru,50,87,-29,48,0,1
gubkinskiy,ru,64,76,-9,92,80,4
lebanon,us,43,-72,-4,93,1,2
gualaco,hn,15,-86,24,78,75,0
kurara,in,25,79,9,84,0,1
ingersoll,ca,43,-80,-4,85,75,2
proti,gr,40,21,-3,93,92,0
tukrah,ly,,,,,,
macrohon,ph,10,124,27,89,0,2
kristiansund,no,63,7,3,86,92,15
arraial do cabo,br,-22,-42,22,90,0,6
videira,br,-27,-51,17,65,68,3
huron,us,44,-98,-7,80,1,1
santa cruz de la palma,es,28,-17,18,88,0,2
orgun,af,,,,,,
mazagao,br,0,-51,27,88,40,4
bajo baudo,co,,,,,,
bandar-e lengeh,ir,26,54,20,52,0,2
san francisco,ar,37,-122,10,77,75,1
nicolas bravo,mx,24,-104,14,35,5,2
pierre,us,44,-100,-6,70,1,2
busayra,jo,30,35,4,88,8,0
nikolayevsk-na-amure,ru,53,140,-16,97,0,7
guozhen,cn,29,113,1,100,92,2
two hills,ca,53,-111,-16,55,0,1
xudat,az,41,48,0,100,44,1
upata,ve,8,-62,25,65,88,3
playas,ec,-2,-80,23,78,24,4
jinxiang,cn,35,116,-6,61,56,2
ndjole,ga,0,10,22,100,92,1
borodino,ru,55,94,-23,68,48,1
lafia,ng,8,8,20,79,32,1
port harcourt,ng,4,7,22,93,20,2
lalomanu,ws,,,,,,
balakovo,ru,52,47,-9,100,76,3
comodoro rivadavia,ar,-45,-67,24,29,0,9
milton,nz,44,-73,-1,60,75,4
kemi,fi,65,24,0,97,90,3
dubenskiy,ru,,,,,,
verkhnyaya toyma,ru,62,45,-6,85,76,2
kihei,us,20,-156,24,66,40,8
mitsukaido,jp,36,139,6,48,75,2
shirvan,ir,,,,,,
edea,cm,3,10,26,94,75,0
winston,us,52,1,4,100,90,4
vammala,fi,61,22,2,100,90,3
gisborne,nz,-38,178,21,73,0,3
chapada dos guimaraes,br,-15,-55,24,94,0,1
jacksonville,us,30,-81,16,72,90,5
renqiu,cn,38,116,-15,56,0,2
arinos,br,-15,-46,18,99,92,3
okhotsk,ru,59,143,-19,100,0,3
willowmore,za,-33,23,6,96,8,0
goundam,ml,16,-3,14,59,0,2
boras,se,57,12,0,80,0,1
yacuiba,bo,-22,-63,27,72,100,2
holice,cz,50,15,6,75,0,10
point pleasant,us,40,-74,0,74,1,2
barra do bugres,br,-15,-57,27,81,8,2
tigre,pa,-34,-58,18,82,0,2
mildmay,ca,44,-81,-3,87,80,4
bastrop,us,32,-91,4,97,90,3
zhigansk,ru,66,123,-35,55,36,3
higuey,do,,,,,,
bijar,ir,35,47,-4,84,8,1
dehloran,ir,32,47,8,90,8,1
shihezi,cn,44,86,-27,74,32,1
galashki,ru,43,44,3,100,90,1
praia,cv,-20,-43,17,77,40,3
la baneza,es,42,-5,-2,100,0,1
beira,mz,43,-8,6,100,90,2
buritizeiro,br,-17,-44,19,92,92,3
thika,ke,-1,37,17,93,75,1
kaiu,ee,59,25,2,93,90,4
sao gabriel da cachoeira,br,0,-67,23,95,80,1
ilam,np,33,46,2,100,0,2
cefalu,it,38,14,12,82,8,5
medvezhyegorsk,ru,62,34,-3,85,92,3
atlantic city,us,,,,,,
ardabil,ir,38,48,1,86,90,3
goksun,tr,38,36,3,99,88,0
issoudun,fr,46,1,8,87,90,4
wodonga,au,-36,146,27,39,36,1
miram shah,pk,33,70,6,95,12,1
moranbah,au,-22,148,27,57,56,7
linden,gy,6,-58,23,94,0,2
matranovak,hu,48,19,1,92,48,2
kadoma,zw,-18,29,19,99,92,1
kindersley,ca,51,-109,-13,84,75,10
aksay,kz,47,39,1,93,40,6
santa marinella,it,42,11,11,76,0,1
macomer,it,40,8,15,58,0,7
langenburg,ca,50,-101,-11,71,0,4
kroya,id,-6,108,24,96,68,1
valvedditturai,lk,9,80,26,99,20,5
pinega,ru,64,43,-4,75,76,3
colchester,ca,51,0,5,81,0,4
katrineholm,se,59,16,0,89,24,4
wolgast,de,54,13,5,95,0,9
ilheus,br,-14,-39,24,94,40,4
porto belo,br,-27,-48,23,73,75,7
valle de allende,mx,26,-105,10,66,0,2
jerome,us,34,-112,5,39,1,4
musoma,tz,-1,33,18,100,92,3
teya,ru,21,-89,24,73,75,3
sun city west,us,33,-112,18,42,20,1
srisailam,in,16,78,17,98,0,1
masvingo,zw,-20,30,18,100,92,1
andarab,af,,,,,,
labytnangi,ru,66,66,-13,75,64,3
suoyarvi,ru,62,32,-2,87,92,2
wentzville,us,38,-90,-2,77,1,4
liberal,us,37,-100,1,58,1,3
jiaojiang,cn,,,,,,
araguaina,br,-7,-48,22,97,64,1
venezuela,cu,21,-78,25,85,0,2
tanout,ne,14,8,14,38,0,5
cap-chat,ca,49,-66,-9,100,76,4
oyo,ng,7,3,24,54,20,2
muslyumovo,ru,55,53,-5,90,88,3
karlskrona,se,56,15,0,89,56,2
baghdad,iq,33,44,12,100,75,3
shchuchye,ru,,,,,,
kuala lipis,my,4,102,22,99,64,1
rancho palos verdes,us,33,-118,17,63,75,2
big rapids,us,43,-85,-3,86,90,2
chik,ru,54,82,-23,76,12,1
balabac,ph,7,117,27,100,8,7
algiers,dz,29,-90,6,78,90,3
tumut,au,-35,148,20,85,88,1
savinskiy,ru,62,40,-6,79,76,3
south valley,us,35,-106,2,50,1,3
ouallam,ne,14,2,13,51,0,1
chaumont,fr,48,5,7,81,90,4
rocky mountain house,ca,52,-114,0,36,80,3
itamaraca,br,-7,-34,26,83,40,3
anisoc,gq,1,10,21,98,80,0
deniliquin,au,-35,144,24,82,36,2
padrauna,in,26,83,7,80,0,1
pteleos,gr,39,22,9,70,75,1
haapiti,pf,-17,-149,30,70,75,6
zhaoyang,cn,42,126,-21,57,36,1
cape town,za,-33,18,16,77,0,2
changping,cn,40,116,-6,53,0,4
thomasville,us,35,-80,0,92,90,4
casino,au,-28,153,27,45,48,2
norton shores,us,43,-86,-2,78,90,2
harrismith,za,-28,29,11,97,92,3
show low,us,34,-110,1,64,1,2
bustonkala,tj,,,,,,
karaul,ru,,,,,,
toungoo,mm,,,,,,
kirkwall,gb,58,-2,2,100,32,10
niono,ml,14,-5,15,60,0,1
puerto escondido,mx,15,-97,27,74,40,1
ourossogui,sn,15,-13,24,31,0,1
azar shahr,ir,,,,,,
van,tr,38,43,3,64,40,1
chifeng,cn,42,118,-19,58,32,2
lunenburg,ca,42,-71,-2,57,1,1
luebo,cd,-5,21,20,97,88,0
saryshagan,kz,,,,,,
wazzan,ma,,,,,,
sulangan,ph,11,123,27,99,36,6
rawah,iq,,,,,,
tansen,np,27,83,6,79,0,1
ambulu,id,-8,113,26,100,80,1
sooke,ca,48,-123,7,87,90,2
parangan,ph,5,119,29,98,48,2
maku,ir,39,44,-1,100,0,2
qianan,cn,44,124,-25,62,8,1
fiche,et,9,38,6,87,0,1
camacupa,ao,-12,17,16,95,56,1
aljezur,pt,37,-8,14,100,20,2
spring hill,us,28,-82,19,75,90,5
ust-ordynskiy,ru,52,104,-32,39,12,1
ulkan,ru,57,107,-29,60,68,1
mackenzie,ca,55,-123,-5,85,75,2
urozhaynoye,ru,47,142,-4,87,12,6
oyotun,pe,-6,-79,19,29,40,7
soe,id,57,26,2,93,90,5
borujerd,ir,33,48,1,86,20,0
durusu,tr,37,40,7,93,75,2
nagai,jp,38,139,0,88,75,5
hauterive,ca,46,3,8,70,75,2
albanel,ca,48,-72,-13,84,90,4
cheyenne,us,41,-104,-2,42,1,7
san rafael del sur,ni,11,-86,28,65,40,5
quincy,us,30,-84,9,100,90,4
chisec,gt,15,-90,22,67,12,0
lufkin,us,31,-94,5,88,40,2
port blair,in,11,92,27,100,80,5
mtambile,tz,-5,39,27,100,20,3
cabedelo,br,-6,-34,26,88,20,2
arkansas city,us,37,-97,2,63,1,1
vanderhoof,ca,54,-124,-3,79,12,2
buariki,ki,,,,,,
odessa,us,31,-102,4,73,1,2
uvalde,us,29,-99,9,50,1,2
tuapse,ru,44,39,10,62,64,3
poum,nc,41,20,-6,81,56,0
skagastrond,is,,,,,,
salto,uy,-31,-57,24,62,32,1
tunghsiao,tw,,,,,,
taksimo,ru,56,114,-33,40,24,0
carandai,br,-20,-43,16,86,80,5
erzincan,tr,39,39,1,96,75,2
banikoara,bj,11,2,17,48,0,3
starachowice,pl,51,21,4,98,80,5
zachary,us,30,-91,5,85,90,4
goulburn,au,-34,149,22,83,80,1
hargeysa,so,9,44,7,77,0,2
somotillo,ni,13,-86,27,53,0,2
rock hill,us,34,-81,1,100,90,3
arlit,ne,18,7,14,43,0,4
beidao,cn,34,105,-9,81,80,0
hoquiam,us,46,-123,7,96,90,6
kankaanpaa,fi,61,22,3,93,92,5
salmas,ir,38,44,-3,92,0,3
emba,kz,34,32,16,68,75,3
irbil,iq,,,,,,
oudtshoorn,za,-33,22,13,93,0,1
pitkyaranta,ru,61,31,-1,93,92,4
powell river,ca,49,-124,7,93,90,7
houma,us,35,111,-8,81,88,1
okha,ru,53,142,-7,94,64,9
carnduff,ca,49,-101,-5,79,0,4
escanaba,us,45,-87,-3,87,1,3
suleja,ng,9,7,21,77,0,1
sao raimundo nonato,br,,,,,,
bunbury,au,53,-2,6,93,75,4
thompson,ca,55,-97,-17,84,5,1
entre rios,br,-11,-38,25,92,92,3
wuzhou,cn,23,111,6,100,92,1
bukama,cd,-9,25,19,99,92,1
freilassing,de,47,12,6,75,75,6
perene,pe,-10,-75,23,82,20,0
keti bandar,pk,24,67,25,94,8,5
tulua,co,12,4,19,37,0,4
minot,us,48,-101,-5,77,1,4
urucara,br,-2,-57,25,90,24,1
serebryansk,kz,49,83,-24,56,0,0
lakselv,no,70,24,-7,92,75,5
bertoua,cm,4,13,18,83,0,1
abidjan,ci,5,-4,29,79,20,2
horki,by,54,30,0,97,88,5
ayolas,py,-27,-56,24,69,8,3
polyarnyy,ru,69,33,-3,92,75,1
ous,ru,60,61,-13,83,44,1
traipu,br,-9,-37,25,79,88,4
uruzgan,af,32,66,-12,62,0,0
ust-uda,ru,54,103,-32,38,20,1
pop,uz,40,71,2,80,92,2
bozdar,pk,27,68,14,93,0,4
carnarvon,au,-30,22,11,65,0,5
buritis,br,-15,-46,18,97,92,4
sanghar,pk,28,68,14,94,0,2
claresholm,ca,50,-113,1,59,90,10
caluquembe,ao,-13,14,11,90,0,1
malkara,tr,40,26,3,100,88,1
paidha,ug,2,30,20,73,92,1
puerto lopez,co,,,,,,
changli,cn,30,105,2,95,32,1
marsani,ro,44,24,-2,100,75,1
san jose de buan,ph,12,125,26,94,24,2
ratnagiri,in,16,73,25,100,0,4
jimenez,mx,8,-82,26,88,0,1
chimbote,pe,-9,-78,19,90,0,2
praya,id,-8,116,27,100,0,2
kumla,se,59,15,0,89,12,1
williamsburg,us,37,-76,2,100,90,4
stolac,ba,43,17,8,70,20,7
sabla,bg,12,4,19,37,0,4
iznoski,ru,54,35,0,98,92,3
miquelon,pm,47,-56,-1,80,75,15
corowa,au,-36,146,28,22,36,3
beya,ru,53,90,-25,61,0,0
maarianhamina,fi,,,,,,
xiangfan,cn,,,,,,
balvi,lv,57,27,0,96,88,6
cheremukhovo,ru,56,46,-6,94,80,3
bolshaya vishera,ru,,,,,,
hualmay,pe,-11,-77,19,81,0,2
songling,cn,31,120,9,93,75,5
rosarito,mx,4,-75,23,88,20,2
tres lagoas,br,,,,,,
formoso do araguaia,br,,,,,,
trabzon,tr,41,39,18,27,0,9
jiaozuo,cn,35,113,-9,78,68,1
mtwara,tz,-10,40,26,94,40,3
barillas,gt,41,-1,9,70,90,3
potosi,bo,-19,-65,7,61,80,0
antigonish,ca,45,-61,-9,78,20,6
kovernino,ru,57,43,-5,89,88,4
rognan,no,67,15,0,99,75,3
